plotID,avg,std,ske,kur,p05,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95,p99,d0,d1,d2,d3,d4,cov,dns
393,18.3,5.35,-2.28,6.94,2.38,8.76,16.95,18.11,18.69,19.05,19.36,19.6,19.81,20.05,20.26,20.48,20.69,20.91,21.13,21.33,21.53,21.75,22.05,22.56,4.4,2.5,1.2,36,49.1,97,93.1
394,19.56,3.68,-1.68,6.97,10.69,16.36,17.45,18,18.33,18.62,18.9,19.19,19.5,19.87,20.35,20.74,21.14,21.57,21.99,22.46,22.9,23.38,23.99,25.02,0.5,3.3,3.2,38.3,42.3,93.9,88.5
395,17.99,3.85,-2.12,7.63,7.61,14.09,15.36,16.42,17.14,17.63,18.07,18.49,18.81,19.12,19.4,19.67,19.95,20.18,20.41,20.64,20.89,21.16,21.48,22.1,1.6,3.9,6.6,48.4,31.3,96.4,91.8
396,18.03,6.29,-1.25,3.74,1.99,8.63,11.38,13.11,15.12,16.68,17.85,18.85,19.57,20.14,20.7,21.23,21.85,22.36,22.76,23.09,23.45,23.89,24.43,25.13,1.7,3.9,10.1,19.3,40,87.3,76.3
397,18.15,4.56,-1.48,6.39,9.84,13.93,14.93,15.7,16.27,16.72,17.25,17.68,18.13,18.5,18.88,19.5,20.04,20.66,21.28,21.83,22.42,23.07,23.83,25.79,2.3,1.4,9.9,47,32.1,97.3,94.4
398,18.62,5.27,-0.87,3.15,8.7,10.75,12.38,13.62,15.01,16.35,17.63,18.9,19.72,20.3,20.81,21.2,21.64,22.02,22.45,22.91,23.51,24.21,25.18,26.39,1,6.6,16,21.8,45.4,98.3,96.6
399,20.74,6.7,-1.84,5.33,2.34,9.63,15.08,19.34,20.54,21.3,21.9,22.32,22.72,23.07,23.41,23.76,24.08,24.39,24.73,25.08,25.45,25.84,26.42,27.12,4,1.6,3.9,6.4,47.8,90.5,81.8
400,19.39,7.27,-1.14,3.08,3.38,5.88,9.21,13.14,16.48,18.71,20.02,20.78,21.34,21.91,22.53,23.1,23.65,24.21,24.71,25.21,25.68,26.21,26.76,27.4,5.6,5.9,5.5,9.9,34.5,85.4,79.2
402,18.28,7.47,-1.06,2.88,2.27,3.66,7.92,12.13,14.51,16.91,18.56,19.48,20.41,21.25,21.79,22.32,22.8,23.28,23.76,24.25,24.8,25.35,25.79,27.02,7.1,4.6,7.6,14.5,38.2,91.4,83.4
403,18.21,8.31,-0.95,2.37,1.85,2.6,5.57,8.55,11.94,16.29,18.82,20.83,21.81,22.36,22.83,23.23,23.61,23.99,24.38,24.73,25.12,25.55,26.14,26.96,6.8,7.3,5.5,8,40.5,90.2,82.8
404,22.46,4.17,-2.22,7.64,11.33,18.34,20.67,21.49,22.04,22.44,22.78,23.08,23.35,23.63,23.89,24.13,24.35,24.59,24.84,25.1,25.39,25.72,26.16,26.66,0.1,2.3,5.1,2.7,55.9,93.5,84.8
405,23.06,4.62,-2.86,11.88,12.01,19.96,21.36,22.03,22.49,22.91,23.29,23.63,23.97,24.26,24.54,24.82,25.07,25.31,25.55,25.79,26.08,26.37,26.83,27.46,0.6,1.5,2,2.7,40.8,87.2,75.6
406,20.76,4.32,-2.19,8.2,9.87,16.76,18.22,18.94,19.55,20.22,20.76,21.15,21.54,21.96,22.36,22.65,22.9,23.21,23.48,23.8,24.12,24.4,24.71,25.09,0.8,2.9,2.2,16.4,56.4,88.9,79.9
407,20.71,5.5,-2.48,8.59,3.11,17.77,19.18,19.77,20.23,20.66,21.02,21.38,21.78,22.11,22.41,22.78,23.1,23.4,23.71,24.06,24.38,24.75,25.2,25.95,2.4,1.3,0.6,11.5,58.8,89.3,80.4
408,22.01,6.86,-1.97,5.67,2.28,10.38,14.48,21.65,22.95,23.42,23.74,24.04,24.34,24.61,24.84,25.05,25.25,25.5,25.72,25.95,26.25,26.6,27.09,27.97,2.1,2,4.5,1.1,30.7,80.6,70.9
409,20.79,6.66,-0.42,2.34,8.94,11.06,12.93,14.28,15.43,16.51,17.49,19.8,21.85,23.03,23.67,24.24,24.82,25.38,25.85,26.23,26.68,27.51,30.87,33.18,0.3,5.9,14.3,16,23.6,96.5,90.8
41,11.56,1.33,-2.17,15.85,9.55,10.08,10.41,10.68,10.91,11.1,11.26,11.41,11.55,11.69,11.83,11.96,12.1,12.24,12.39,12.55,12.73,12.96,13.29,13.97,0.3,7.7,82.8,0,0,97.3,90.8
410,21.46,6.4,-1.71,4.97,5.88,10.81,14.08,17.98,21.06,22.16,22.83,23.27,23.66,23.98,24.27,24.57,24.86,25.15,25.46,25.74,26.03,26.33,26.77,27.42,2.4,3.7,6.8,4.8,39,91.3,84.4
411,21,5.15,-1.2,4.7,10.91,13.66,16.18,18.1,18.89,19.56,20.32,20.93,21.54,22.01,22.47,22.86,23.23,23.72,24.47,25.26,25.96,26.59,27.62,28.63,0.8,2.5,8.1,18.1,41.1,95.2,90.4
412,22.01,7.5,-1.14,2.8,7.66,9.84,11.2,12.67,14.74,23.27,24.44,25.05,25.54,25.86,26.17,26.44,26.69,26.94,27.18,27.4,27.62,27.9,28.31,28.99,1.9,6.4,12.7,1.9,10.2,91.6,84.7
413,20.06,9.91,-0.65,1.56,4.39,5.3,5.95,6.67,7.6,9.7,15.09,25.14,25.97,26.38,26.75,27.05,27.32,27.57,27.81,28.05,28.28,28.52,28.96,29.71,7.8,22,4.7,1.1,3.3,99.5,99.3
415,24.42,6.96,-2.1,6.02,6.4,10.13,20.3,24.39,25.45,25.98,26.38,26.68,26.94,27.17,27.36,27.55,27.73,27.9,28.07,28.24,28.43,28.65,28.9,29.29,2.1,6,2.5,2.1,6.9,95.3,91.6
416,24.04,7.29,-2.18,6.63,2.52,12.56,21.13,23.14,24.14,24.9,25.43,25.93,26.34,26.69,27.02,27.32,27.57,27.81,28.04,28.27,28.57,28.86,29.22,30.03,3.8,0.9,2.2,1.6,14.7,89.7,81.5
417,24.95,8.33,-1.53,3.82,6.19,10.45,12.67,15.45,26.66,27.65,28.18,28.52,28.78,29.01,29.19,29.39,29.56,29.72,29.87,30.03,30.22,30.42,30.65,31.05,2.9,3.9,9.8,2.6,0.3,95,90.4
418,23.66,8.68,-1.05,2.85,5.7,10.46,12.73,14.26,16.05,20.17,24.65,26.26,27.17,27.9,28.41,28.9,29.33,29.74,30.14,30.54,30.93,31.36,31.8,32.56,1.7,4.2,12.2,7.1,5.6,95.1,90.6
419,24.78,7.83,-1.19,2.91,9.11,10.86,12.34,14.64,22.84,24.81,26.52,27.51,28.02,28.55,28.96,29.31,29.6,29.87,30.15,30.46,30.75,31.14,31.59,32.25,0.7,5.8,11.7,2.3,6.7,93.7,88.8
420,24.48,10.24,-1.46,3.4,1.73,2.31,9.14,14.59,27.08,28.36,28.82,29.11,29.36,29.61,29.82,30.02,30.19,30.36,30.52,30.67,30.83,31.03,31.25,31.58,5.2,2.1,4.4,2.5,0.6,90.5,85.5
421,23.71,9.62,-1.17,2.72,3.15,6.8,9.27,11.79,15.34,25.92,26.94,27.53,28.06,28.48,28.96,29.39,29.7,29.96,30.26,30.51,30.77,31.12,31.49,32.05,4.6,7.9,7.1,1.3,1.2,90.3,84.5
422,4.79,2.46,0.46,2.47,1.45,1.6,1.85,2.25,2.67,3.15,3.61,3.94,4.23,4.57,4.92,5.29,5.7,6.12,6.51,6.9,7.42,8.29,9.32,10.89,8.4,8.8,0.6,0,0,18.2,17.8
423,6.99,3.36,0.02,1.95,1.8,2.3,2.83,3.39,3.97,4.58,5.25,5.88,6.54,7.23,7.81,8.31,8.82,9.27,9.73,10.24,10.68,11.29,12.09,13.76,17.1,29.4,14.6,0.2,0,68.6,61.4
424,6.17,1.84,-0.31,3.05,2.73,3.58,4.12,4.62,5,5.35,5.66,5.93,6.18,6.39,6.62,6.83,7.02,7.22,7.43,7.67,7.93,8.25,8.83,10.14,18.6,60.8,0.9,0,0,83.7,80.3
426,9.62,2.73,-1.07,4.25,2.94,6.38,7.23,7.74,8.23,8.67,9.05,9.4,9.71,10.03,10.37,10.7,10.99,11.31,11.59,11.88,12.2,12.61,13.04,14.03,2.2,34.7,40.7,0.1,0,87.7,77.7
427,8.73,1.68,-0.62,4.59,6.06,6.74,7.16,7.49,7.77,8.01,8.21,8.39,8.59,8.78,8.99,9.18,9.4,9.62,9.86,10.1,10.39,10.73,11.27,12.26,1.3,45.6,13.5,0,0,73.5,60.4
428,12.58,3.83,-0.78,3.69,3.89,7.42,9.09,10.2,10.87,11.43,11.92,12.33,12.77,13.11,13.44,13.77,14.15,14.6,15.06,15.59,16.19,16.88,17.78,20.12,5,10.7,48,21.1,1,92.4,85.8
429,12.27,3.38,-0.61,3.76,5.49,8.26,9.43,10.06,10.59,11.06,11.39,11.69,12,12.32,12.63,13.03,13.51,14.02,14.54,15.07,15.7,16.55,17.52,18.65,2.9,11.8,47.2,16.1,0.1,89.1,78
430,11.03,4.03,-0.28,2.69,3.5,5.04,6.53,7.7,8.55,9.24,9.83,10.42,10.91,11.37,11.8,12.32,12.86,13.4,13.98,14.48,15.05,15.8,17.05,19.69,7,21.1,38.5,11.6,0.6,85.9,78.9
431,11.59,3.99,-0.83,3.2,2.53,5.57,7.22,8.61,9.56,10.44,11.05,11.58,12.07,12.45,12.79,13.15,13.54,13.9,14.35,14.76,15.28,15.99,16.92,18.35,3.5,11.3,33.7,10.9,0,67.4,59.3
432,11.12,5.4,-0.19,2.08,2.33,3.1,3.64,4.81,6.48,7.96,9.13,10.25,11.12,12.26,13.01,13.68,14.28,14.89,15.35,15.81,16.41,17.23,18.91,21.48,15.6,16.5,29.5,24.1,1.8,91.2,87.8
433,14.2,5.38,-1.14,2.95,2.68,4.16,5.85,9.56,12.16,13.82,14.84,15.47,15.99,16.38,16.75,17.1,17.42,17.73,18.02,18.32,18.65,19.01,19.47,20.25,6.9,5.7,10.6,42.6,1.2,76.3,67.1
434,15.12,4.45,-1.49,4.7,3.96,8.08,11.47,13.02,13.92,14.59,15.18,15.65,16.05,16.4,16.71,16.99,17.29,17.61,17.95,18.33,18.71,19.19,19.93,21.01,3,3.2,11.7,35.3,2.6,65.7,55.9
435,12.73,2.94,-1.54,5.89,6.35,8.91,10.32,11.14,11.76,12.22,12.56,12.88,13.15,13.4,13.63,13.85,14.07,14.31,14.57,14.84,15.13,15.52,16.18,17.32,1.8,6.3,45.9,11.3,0,77.9,65.2
436,14.38,6.11,-0.82,2.72,1.81,2.52,6.18,9.4,11.8,13.08,13.74,14.43,15.3,16.01,16.57,17.16,17.78,18.28,18.82,19.29,19.88,20.81,22.04,23.95,5.9,6.6,19.2,37,12.1,87.3,81.2
437,12.51,6.11,-0.82,2.01,1.68,2.14,2.73,3.78,6.17,10.83,13.4,14.41,14.95,15.4,15.77,16.13,16.45,16.79,17.16,17.49,17.85,18.24,18.66,19.33,10.9,3.6,11.9,39.4,0,75,65.8
438,15.49,5.59,-0.65,2.9,3.65,7.2,9.45,11.08,12.35,13.63,14.46,15.11,15.64,16.22,16.8,17.34,17.91,18.77,19.75,20.59,21.41,22.18,23.04,24.9,5.3,7.8,19.9,32.4,19.9,90.8,86.2
439,12.25,7.52,0,1.59,1.73,2.22,2.7,3.32,4.1,6.28,7.99,9.8,11.2,12.3,13.66,15.46,17,18.09,19.14,20.22,21.29,22.26,23.33,24.42,17.1,11.8,15.7,17.9,18.1,83.4,80.7
440,11.2,7.9,0.3,1.47,1.77,2.18,2.63,3.14,3.71,4.39,5.05,6.19,7.54,8.62,10.21,13.32,16.62,18.36,19.8,20.71,21.56,22.19,23.07,24.2,18.5,13.6,5.4,9.4,16.3,67.2,63.4
441,14.11,7.66,-0.35,1.89,1.58,1.9,2.42,5.18,8,10.17,11.68,12.91,14.66,15.85,16.84,17.57,18.23,18.89,20.04,21.82,22.81,23.75,24.68,25.74,7.4,8.1,14.3,24.2,18.7,80.2,75.2
442,12.75,7.41,-0.27,1.56,1.81,2.21,2.67,3.27,4.09,6.15,9.74,11.37,12.94,14.53,16.09,17.16,17.87,18.63,19.28,19.95,20.67,21.42,22.35,23.92,17.6,7,13.7,25.1,17.2,86,80.6
443,14.53,8.01,-0.4,1.71,1.79,2.32,2.83,3.71,6.38,9.16,12.15,14,16.01,16.86,17.7,18.62,19.53,20.66,21.51,22.24,23.01,23.79,24.62,26.08,11.9,6,9,18.5,22.3,77.9,70.4
444,16.24,8.69,-0.34,1.51,1.94,3.35,5.25,6.84,8.02,9.54,10.99,12.38,14.51,19.72,22.57,23.17,23.63,24.02,24.33,24.65,24.94,25.36,25.88,26.63,7.3,14.2,11.6,3.8,29,81.9,77.8
445,1.8,0.53,2.11,8.11,1.33,1.36,1.38,1.42,1.45,1.48,1.52,1.55,1.59,1.63,1.68,1.73,1.78,1.85,1.93,2.03,2.21,2.51,2.98,3.84,6.2,0,0,0,0,6.2,6.2
446,2,0.74,2.38,9,1.35,1.42,1.45,1.52,1.56,1.63,1.68,1.75,1.79,1.83,1.85,1.9,1.94,1.98,2.08,2.18,2.35,2.81,3.8,4.9,0.5,0,0,0,0,0.5,0.5
447,2.88,1.11,2.06,11.33,1.51,1.69,1.84,1.97,2.1,2.23,2.35,2.48,2.62,2.76,2.89,3.01,3.14,3.26,3.4,3.56,3.75,4,4.54,7.49,68.4,3,0.1,0,0,71.5,71.4
448,4.37,2.06,0.73,3.15,1.6,1.88,2.21,2.48,2.74,3.01,3.26,3.52,3.81,4.07,4.34,4.59,4.95,5.28,5.66,6.11,6.58,7.2,8.29,10.26,36,22,0.9,0,0,59.8,58.8
449,25,6.33,-1.61,4.7,11.7,14.37,16.59,19.06,24.37,25.71,26.56,27.04,27.43,27.77,28.06,28.31,28.54,28.79,29.04,29.29,29.54,29.84,30.17,30.65,0.8,1.7,7,7.9,5.6,94,86.9
453,18.4,8.07,-0.94,2.45,2.21,3.52,5.42,10.41,13.52,15.64,17.72,19.96,21.21,22.15,22.87,23.39,23.89,24.29,24.68,25.06,25.45,25.81,26.25,26.86,10.1,4.8,8.7,10.9,37.2,95.2,91.5
454,14.87,5.92,-0.69,2.7,2.18,5.26,8.66,10.16,11.36,12.64,13.51,14.14,14.88,15.62,16.45,17.49,18.4,19.08,19.72,20.38,20.89,21.46,22.31,24.15,5.1,8.7,23.9,28.1,20.7,90.8,86.8
455,12.39,7.87,-0.34,1.42,1.42,1.53,1.73,2.07,2.63,3.61,6.69,12.83,14.43,15.12,16.47,17.26,18.09,18.86,19.59,20.06,20.62,21.16,21.69,22.31,3.5,1.1,2.9,7.5,5.1,20.7,20.1
456,14.09,8.93,-0.56,1.44,1.43,1.58,1.74,1.92,2.16,2.6,14.09,17.33,18.33,19.03,19.64,20.12,20.59,20.99,21.37,21.73,22.13,22.55,23.05,23.77,8.8,0.4,0.9,16.6,29.9,68.2,56.5
457,7.09,2.97,-0.21,2.19,1.78,2.55,3.47,4.24,4.89,5.45,6.03,6.51,6.99,7.45,7.85,8.27,8.59,8.93,9.31,9.69,10.21,10.84,11.59,12.78,8.3,25.1,7.3,0,0,43.7,40.7
46,10.68,7.89,0.47,1.68,1.94,2.44,2.89,3.32,3.75,4.05,4.34,4.67,5.28,7.87,9.87,12.42,14.84,16.45,18.52,20.08,21.06,22.15,23.99,26.01,35,10.9,9.5,12.9,16.3,88,87.2
49,11.84,7.9,0.24,1.44,1.89,2.5,3.2,3.86,4.52,5.4,6.2,6.89,7.82,8.91,11.31,14.73,17.5,19.22,20.63,21.43,21.96,22.46,23.26,24.56,14.1,16.9,4.6,7.7,17.6,65.6,61.1
51,9.76,7.56,0.6,2.07,1.58,1.85,2.14,2.38,2.67,2.96,3.62,4.81,6.67,7.92,9.15,10.48,12.85,14.47,15.77,17.21,18.95,21.7,24.32,25.63,24.8,16,11.8,13.6,8.2,78.9,77.3
52,11.69,7.89,0.49,1.69,2.31,3.1,3.74,4.41,5.06,5.71,6.33,6.99,7.65,8.43,9.37,11.26,15.33,17.8,19.83,21.5,22.74,23.61,24.52,26.32,19,29.2,6.3,10,18.6,89,86.2
54,11,7.15,-0.02,1.6,1.46,1.67,1.91,2.17,2.58,3.51,7.3,9.11,11.01,12.27,13.01,13.77,14.39,15.14,17.17,19.1,20.03,20.7,21.34,22.74,7.2,5.2,12.7,7.5,7.2,41.7,39.9
58,13.23,2.2,-2.05,9.62,9.46,11.48,11.95,12.3,12.57,12.79,13,13.19,13.36,13.52,13.68,13.85,14.02,14.2,14.4,14.64,14.91,15.27,15.93,17,1.4,3.8,77.5,13,0,98.7,95.7
60,14.72,3.05,-2.57,11.11,8.6,12.67,13.4,13.82,14.13,14.38,14.58,14.77,14.97,15.16,15.37,15.59,15.79,16.01,16.31,16.6,16.92,17.38,17.98,18.89,1.3,1.4,27.3,37.2,0,82.7,67.2
64,13.55,8.29,-0.23,1.35,1.9,2.72,3.24,3.58,3.96,4.67,6.97,9.87,14.45,16.96,18.24,19.2,20.05,20.67,21.18,21.66,22.16,22.84,23.68,24.99,23.8,7.6,5.1,17.2,31.2,90.7,85.8
65,13.87,8.55,0.28,1.9,1.97,2.59,3.26,5.1,6.73,8.35,9.5,10.59,11.69,12.82,13.87,15.1,16.41,18.3,21.73,23.86,25.21,26.33,28.26,29.92,13.6,16.4,21.3,12.5,10.6,93.1,89.5
67,12.67,8.04,0.08,1.47,2.06,2.72,3.37,4.02,4.56,5.08,6.03,8.11,10.6,12.85,14.64,16.28,17.58,19.17,20.56,21.67,22.71,23.52,24.28,25.43,21.5,12.7,11,14.7,22.2,86.6,83.6
72,13.01,8.11,-0.32,1.36,1.72,2.07,2.35,2.67,3.15,4.06,6.65,11.56,14.6,16.69,17.91,18.76,19.38,19.86,20.35,20.84,21.3,21.76,22.28,23.11,20.7,5.7,6.5,22.8,25.5,86.5,81.1
73,14.97,8.21,-0.06,1.78,2.46,3.08,3.67,5.55,8.45,10.19,11.44,12.44,13.56,14.93,16.24,17.86,19.49,20.63,22.2,23.78,24.96,26,27.23,28.65,17.1,10,20.5,16.2,18.1,97.5,96.3
74,9.96,11.45,1.1,2.32,1.52,1.73,1.93,2.12,2.36,2.63,2.85,3.08,3.36,3.66,3.95,4.3,4.79,6.72,17.46,28.57,29.49,30.16,30.83,31.42,43.9,5.5,1.6,0.7,0.2,74.5,73.4
77,13.59,12.85,0.55,1.42,1.67,1.99,2.29,2.56,2.81,3.06,3.32,3.74,4.42,5.63,7.87,9.82,16.07,29.51,30.35,30.88,31.28,31.65,32.05,32.59,32,11,3.7,0.6,0.2,79.6,77
8,5.2,5.79,1.1,2.45,1.31,1.35,1.37,1.39,1.41,1.45,1.47,1.52,1.57,1.62,1.7,1.81,1.99,5.17,10.5,12.9,14.2,15.28,16.62,18.15,0.2,0.2,0.7,0.6,0,1.7,1.7
80,16.45,3.35,-1.71,6.51,8.26,13.1,14.26,14.87,15.32,15.69,16.02,16.37,16.73,17.08,17.38,17.71,18.01,18.32,18.61,18.97,19.36,19.76,20.36,20.96,1.2,4.6,13.1,62.9,7.1,95.4,88.8
81,17.77,2.74,-1.58,9.81,13.33,15.16,15.83,16.31,16.83,17.23,17.5,17.73,17.99,18.23,18.44,18.65,18.84,19.01,19.18,19.36,19.6,19.88,20.74,24.46,0.1,2.3,5.9,74.9,7,95.2,90.7
84,16.44,4.18,-2.17,7.69,4.53,12.37,14.8,15.52,15.95,16.3,16.61,16.88,17.16,17.4,17.64,17.9,18.16,18.44,18.7,18.96,19.28,19.74,20.62,22.01,2.8,2.8,6.9,68.5,7.6,94.2,88.6
88,16.75,3.15,-1.24,5.29,11.24,12.57,13.36,13.93,14.67,15.29,16.06,16.84,17.38,17.77,18.06,18.31,18.56,18.79,19.06,19.34,19.6,19.88,20.39,21.33,0.3,2,21.3,54.7,7.4,93.6,85.7
91,17.17,4.95,-1.66,5.63,2.98,11.06,13.89,15.17,15.85,16.45,16.93,17.39,17.82,18.26,18.65,19.07,19.48,19.89,20.38,20.87,21.39,21.92,22.56,23.48,3.3,2.6,8.9,46.8,25.7,94,87.4
92,15.33,8.79,-0.51,1.57,1.73,2.09,2.45,2.96,4.93,9.37,11.43,13.69,18.12,20.41,21.2,21.74,22.14,22.55,22.9,23.26,23.62,23.99,24.52,25.51,15.1,5.5,10.1,6,45.5,90.7,84.3
94,15.58,7.89,-0.97,2.13,1.68,1.98,2.37,2.96,8.28,17.38,18.39,18.94,19.31,19.66,19.93,20.21,20.47,20.75,21.02,21.3,21.63,22.07,22.6,23.33,11.5,3.4,1.2,24.7,39,88.2,79.7
95,17.85,8.98,-0.51,1.68,2.36,3.59,5.76,7.84,9.58,11.14,12.64,15.11,21.04,22.44,23.51,24.23,24.69,25.17,25.64,26.09,26.5,27.01,27.55,28.38,6.8,9,9,2.3,16.9,72.5,65.5
96,16.09,9.02,-0.38,1.47,2.05,2.84,3.63,4.82,6.77,8.68,11.12,13.46,15.51,20.38,22.76,23.35,23.74,24.07,24.41,24.74,25.07,25.37,25.69,26.26,13.2,10.3,8.9,5,28.5,85.1,79.3
97,17.33,8.53,-0.65,2,1.92,2.51,3.78,8.53,11.17,12.96,14.81,16.56,18.81,20.14,21.74,22.68,23.72,24.5,24.94,25.31,25.65,26.05,26.54,27.07,9.2,5.8,11.7,12.4,23.9,89.9,85
99,15.65,9.59,-0.39,1.45,1.75,2.08,2.37,2.67,3.34,7.35,11.07,13.55,16.66,20.18,22.06,22.73,23.35,23.89,24.35,24.75,25.15,25.63,26.23,26.86,16.6,3.9,8,6.2,28,82.7,77.2
